UnitType;;;;;;;;
UNIT_HORSEMAN;FLAVOR_OFFENSE;6;FLAVOR_DEFENSE;2;FLAVOR_MOBILE;4;;
UNIT_GREEK_COMPANIONCAVALRY;FLAVOR_OFFENSE;10;FLAVOR_DEFENSE;3;FLAVOR_MOBILE;6;FLAVOR_GREAT_PEOPLE;5
UNIT_CATAPULT;FLAVOR_OFFENSE;3;FLAVOR_RANGED;4;;;;
UNIT_ROMAN_BALLISTA;FLAVOR_OFFENSE;6;FLAVOR_DEFENSE;6;FLAVOR_RANGED;7;;
UNIT_KNIGHT;FLAVOR_OFFENSE;9;FLAVOR_DEFENSE;3;FLAVOR_MOBILE;5;;
UNIT_ARABIAN_CAMELARCHER;FLAVOR_OFFENSE;5;FLAVOR_RANGED;10;FLAVOR_MOBILE;10;;
UNIT_SIAMESE_WARELEPHANT;FLAVOR_OFFENSE;10;FLAVOR_DEFENSE;16;;;;
UNIT_SONGHAI_MUSLIMCAVALRY;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;4;FLAVOR_MOBILE;10;;
UNIT_CROSSBOWMAN;FLAVOR_OFFENSE;4;FLAVOR_DEFENSE;4;FLAVOR_RANGED;8;;
UNIT_CHINESE_CHUKONU;FLAVOR_OFFENSE;4;FLAVOR_DEFENSE;5;FLAVOR_RANGED;10;;
UNIT_ENGLISH_LONGBOWMAN;FLAVOR_OFFENSE;4;FLAVOR_DEFENSE;5;FLAVOR_RANGED;10;;
UNIT_PIKEMAN;FLAVOR_OFFENSE;4;FLAVOR_DEFENSE;6;;;;
UNIT_GERMAN_LANDSKNECHT;FLAVOR_OFFENSE;6;FLAVOR_DEFENSE;9;;;;
UNIT_TREBUCHET;FLAVOR_OFFENSE;4;FLAVOR_RANGED;6;;;;
UNIT_LONGSWORDSMAN;FLAVOR_OFFENSE;9;FLAVOR_DEFENSE;7;;;;
UNIT_JAPANESE_SAMURAI;FLAVOR_OFFENSE;11;FLAVOR_DEFENSE;9;FLAVOR_GREAT_PEOPLE;6;;
UNIT_WORKBOAT;FLAVOR_NAVAL_TILE_IMPROVEMENT;20;;;;;;
UNIT_MUSKETMAN;FLAVOR_OFFENSE;7;FLAVOR_DEFENSE;7;;;;
UNIT_AMERICAN_MINUTEMAN;FLAVOR_OFFENSE;10;FLAVOR_DEFENSE;10;FLAVOR_RECON;8;;
UNIT_FRENCH_MUSKETEER;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;12;;;;
UNIT_OTTOMAN_JANISSARY;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;12;;;;
UNIT_CANNON;FLAVOR_OFFENSE;3;FLAVOR_DEFENSE;3;FLAVOR_RANGED;11;;
UNIT_LANCER;FLAVOR_OFFENSE;9;FLAVOR_DEFENSE;3;FLAVOR_MOBILE;7;;
UNIT_OTTOMAN_SIPAHI;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;6;FLAVOR_MOBILE;12;;
UNIT_RIFLEMAN;FLAVOR_OFFENSE;10;FLAVOR_DEFENSE;10;;;;
UNIT_CAVALRY;FLAVOR_OFFENSE;10;FLAVOR_DEFENSE;6;FLAVOR_MOBILE;7;;
UNIT_RUSSIAN_COSSACK;FLAVOR_OFFENSE;15;FLAVOR_DEFENSE;6;FLAVOR_MOBILE;14;;
UNIT_INFANTRY;FLAVOR_OFFENSE;15;FLAVOR_DEFENSE;15;;;;
UNIT_FRENCH_FOREIGNLEGION;FLAVOR_OFFENSE;24;FLAVOR_DEFENSE;16;;;;
UNIT_ARTILLERY;FLAVOR_OFFENSE;6;FLAVOR_DEFENSE;6;FLAVOR_RANGED;12;;
UNIT_TANK;FLAVOR_OFFENSE;14;FLAVOR_DEFENSE;11;FLAVOR_MOBILE;12;;
UNIT_GERMAN_PANZER;FLAVOR_OFFENSE;20;FLAVOR_DEFENSE;11;FLAVOR_MOBILE;14;;
UNIT_ANTI_TANK_GUN;FLAVOR_OFFENSE;2;FLAVOR_DEFENSE;10;;;;
UNIT_ANTI_AIRCRAFT_GUN;FLAVOR_ANTIAIR;25;FLAVOR_DEFENSE;10;;;;
UNIT_PARATROOPER;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;9;FLAVOR_AIR;4;FLAVOR_RECON;2
UNIT_FIGHTER;FLAVOR_OFFENSE;8;FLAVOR_DEFENSE;8;FLAVOR_AIR;12;FLAVOR_ANTIAIR;15
UNIT_JAPANESE_ZERO;FLAVOR_OFFENSE;9;FLAVOR_DEFENSE;9;FLAVOR_AIR;13;FLAVOR_ANTIAIR;25
UNIT_BOMBER;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;6;FLAVOR_AIR;15;;
UNIT_AMERICAN_B17;FLAVOR_OFFENSE;15;FLAVOR_DEFENSE;7;FLAVOR_AIR;18;;
UNIT_ATOMIC_BOMB;FLAVOR_OFFENSE;8;FLAVOR_DEFENSE;8;FLAVOR_NUKE;16;FLAVOR_NAVAL;5
UNIT_ROCKET_ARTILLERY;FLAVOR_OFFENSE;8;FLAVOR_DEFENSE;8;FLAVOR_RANGED;15;FLAVOR_MOBILE;4
UNIT_MECHANIZED_INFANTRY;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;15;FLAVOR_MOBILE;6;;
UNIT_MODERN_ARMOR;FLAVOR_OFFENSE;25;FLAVOR_DEFENSE;12;FLAVOR_MOBILE;15;;
UNIT_HELICOPTER_GUNSHIP;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;12;FLAVOR_MOBILE;18;;
UNIT_MOBILE_SAM;FLAVOR_DEFENSE;10;FLAVOR_MOBILE;4;FLAVOR_ANTIAIR;25;;
UNIT_GUIDED_MISSILE;FLAVOR_OFFENSE;15;FLAVOR_NAVAL;5;FLAVOR_DEFENSE;2;FLAVOR_AIR;2
UNIT_JET_FIGHTER;FLAVOR_OFFENSE;10;FLAVOR_DEFENSE;10;FLAVOR_AIR;20;FLAVOR_ANTIAIR;15
UNIT_STEALTH_BOMBER;FLAVOR_OFFENSE;15;FLAVOR_DEFENSE;9;FLAVOR_AIR;25;;
UNIT_NUCLEAR_MISSILE;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;8;FLAVOR_NUKE;24;FLAVOR_NAVAL;5
UNIT_MECH;FLAVOR_OFFENSE;25;FLAVOR_DEFENSE;15;FLAVOR_MOBILE;6;;
UNIT_TRIREME;FLAVOR_NAVAL;6;FLAVOR_NAVAL_RECON;2;;;;
UNIT_CARAVEL;FLAVOR_NAVAL;4;FLAVOR_NAVAL_RECON;8;;;;
UNIT_FRIGATE;FLAVOR_NAVAL;12;FLAVOR_NAVAL_RECON;3;;;;
UNIT_ENGLISH_SHIPOFTHELINE;FLAVOR_NAVAL;24;FLAVOR_NAVAL_RECON;6;;;;
UNIT_IRONCLAD;FLAVOR_NAVAL;18;;;;;;
UNIT_DESTROYER;FLAVOR_NAVAL;18;FLAVOR_NAVAL_RECON;4;;;;
UNIT_BATTLESHIP;FLAVOR_NAVAL;27;;;;;;
UNIT_SUBMARINE;FLAVOR_NAVAL;20;FLAVOR_NAVAL_RECON;5;;;;
UNIT_CARRIER;FLAVOR_AIR_CARRIER;40;;;;;;
UNIT_NUCLEAR_SUBMARINE;FLAVOR_NAVAL;35;FLAVOR_NUKE;3;FLAVOR_NAVAL_RECON;5;;
UNIT_MISSILE_CRUISER;FLAVOR_NAVAL;23;FLAVOR_NAVAL_RECON;7;;;;
UNIT_ARTIST;FLAVOR_CULTURE;1;;;;;;
UNIT_SCIENTIST;FLAVOR_SCIENCE;1;;;;;;
UNIT_MERCHANT;FLAVOR_GOLD;1;;;;;;
UNIT_ENGINEER;FLAVOR_PRODUCTION;1;;;;;;
UNIT_GREAT_GENERAL;FLAVOR_OFFENSE;1;FLAVOR_DEFENSE;1;;;;
UNIT_SS_STASIS_CHAMBER;FLAVOR_SPACESHIP;150;;;;;;
UNIT_SS_ENGINE;FLAVOR_SPACESHIP;150;;;;;;
UNIT_SS_COCKPIT;FLAVOR_SPACESHIP;150;;;;;;
UNIT_SS_BOOSTER;FLAVOR_SPACESHIP;150;;;;;;
UNIT_MONGOLIAN_KESHIK;FLAVOR_OFFENSE;5;FLAVOR_RANGED;10;FLAVOR_MOBILE;12;;
UNIT_INCAN_SLINGER;FLAVOR_OFFENSE;2;FLAVOR_DEFENSE;1;FLAVOR_RANGED;8;;
UNIT_POLYNESIAN_MAORI_WARRIOR;FLAVOR_RECON;2;FLAVOR_OFFENSE;4;FLAVOR_DEFENSE;4;;
UNIT_DANISH_BERSERKER;FLAVOR_OFFENSE;16;FLAVOR_DEFENSE;4;;;;
UNIT_DANISH_SKI_INFANTRY;FLAVOR_OFFENSE;16;FLAVOR_DEFENSE;16;;;;
UNIT_KOREAN_TURTLE_SHIP;FLAVOR_OFFENSE;3;FLAVOR_DEFENSE;5;FLAVOR_NAVAL;20;;
UNIT_KOREAN_HWACHA;FLAVOR_OFFENSE;3;FLAVOR_DEFENSE;4;FLAVOR_RANGED;15;;
UNIT_BABYLONIAN_BOWMAN;FLAVOR_OFFENSE;2;FLAVOR_DEFENSE;2;FLAVOR_RANGED;8;;
UNIT_CELT_PICTISH_WARRIOR;FLAVOR_OFFENSE;8;FLAVOR_DEFENSE;4;;;;
UNIT_MAYAN_ATLATLIST;FLAVOR_OFFENSE;2;FLAVOR_DEFENSE;2;FLAVOR_RANGED;10;;
UNIT_BYZANTINE_DROMON;FLAVOR_NAVAL;16;FLAVOR_NAVAL_RECON;4;;;;
UNIT_BYZANTINE_CATAPHRACT;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;4;FLAVOR_MOBILE;8;;
UNIT_CARTHAGINIAN_FOREST_ELEPHANT;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;4;FLAVOR_MOBILE;8;;
UNIT_CARTHAGINIAN_QUINQUEREME;FLAVOR_NAVAL;14;FLAVOR_NAVAL_RECON;6;;;;
UNIT_HUN_HORSE_ARCHER;FLAVOR_OFFENSE;4;FLAVOR_RANGED;8;FLAVOR_MOBILE;2;;
UNIT_HUN_BATTERING_RAM;FLAVOR_OFFENSE;20;FLAVOR_RANGED;5;;;;
UNIT_AUSTRIAN_HUSSAR;FLAVOR_OFFENSE;20;FLAVOR_DEFENSE;12;FLAVOR_MOBILE;14;;
UNIT_SWEDISH_CAROLEAN;FLAVOR_OFFENSE;20;FLAVOR_DEFENSE;20;;;;
UNIT_SWEDISH_HAKKAPELIITTA;FLAVOR_OFFENSE;18;FLAVOR_DEFENSE;2;FLAVOR_MOBILE;14;FLAVOR_GREAT_PEOPLE;4
UNIT_DUTCH_SEA_BEGGAR;FLAVOR_NAVAL;16;FLAVOR_NAVAL_RECON;4;FLAVOR_GOLD;10;;
UNIT_SPANISH_TERCIO;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;16;;;;
UNIT_SPANISH_CONQUISTADOR;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;4;FLAVOR_MOBILE;10;;
UNIT_COMPOSITE_BOWMAN;FLAVOR_OFFENSE;3;FLAVOR_DEFENSE;3;FLAVOR_RANGED;6;;
UNIT_GATLINGGUN;FLAVOR_OFFENSE;2;FLAVOR_DEFENSE;2;FLAVOR_RANGED;6;;
UNIT_GALLEASS;FLAVOR_NAVAL;10;FLAVOR_NAVAL_RECON;2;;;;
UNIT_GREAT_WAR_INFANTRY;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;12;;;;
UNIT_MARINE;FLAVOR_OFFENSE;20;FLAVOR_DEFENSE;15;;;;
UNIT_TRIPLANE;FLAVOR_OFFENSE;5;FLAVOR_DEFENSE;5;FLAVOR_AIR;10;FLAVOR_ANTIAIR;12
UNIT_WWI_BOMBER;FLAVOR_OFFENSE;10;FLAVOR_DEFENSE;5;FLAVOR_AIR;14;;
UNIT_WWI_TANK;FLAVOR_OFFENSE;8;FLAVOR_DEFENSE;8;FLAVOR_MOBILE;12;;
UNIT_MACHINE_GUN;FLAVOR_OFFENSE;6;FLAVOR_DEFENSE;8;FLAVOR_RANGED;14;;
UNIT_PRIVATEER;FLAVOR_NAVAL;8;FLAVOR_NAVAL_RECON;2;FLAVOR_GOLD;5;;
UNIT_ETHIOPIAN_MEHAL_SEFARI;FLAVOR_OFFENSE;20;FLAVOR_DEFENSE;20;;;;
UNIT_VENETIAN_MERCHANT;FLAVOR_GOLD;100;;;;;;
UNIT_ZULU_IMPI;FLAVOR_OFFENSE;15;FLAVOR_DEFENSE;15;FLAVOR_RANGED;5;;
UNIT_CARGO_SHIP;FLAVOR_I_SEA_TRADE_ROUTE;20;FLAVOR_GOLD;20;;;;
UNIT_CARAVAN;FLAVOR_I_LAND_TRADE_ROUTE;20;FLAVOR_GOLD;10;;;;
UNIT_POLISH_WINGED_HUSSAR;FLAVOR_OFFENSE;15;FLAVOR_DEFENSE;9;FLAVOR_MOBILE;15;;
UNIT_WRITER;FLAVOR_CULTURE;1;;;;;;
UNIT_MUSICIAN;FLAVOR_CULTURE;1;;;;;;
UNIT_ARCHAEOLOGIST;FLAVOR_ARCHAEOLOGY;30;;;;;;
UNIT_ASSYRIAN_SIEGE_TOWER;FLAVOR_OFFENSE;20;FLAVOR_RANGED;5;;;;
UNIT_BRAZILIAN_PRACINHA;FLAVOR_OFFENSE;30;FLAVOR_DEFENSE;30;;;;
UNIT_PORTUGUESE_NAU;FLAVOR_NAVAL;6;FLAVOR_NAVAL_RECON;15;;;;
UNIT_BERBER_CAVALRY;FLAVOR_OFFENSE;20;FLAVOR_DEFENSE;12;FLAVOR_MOBILE;14;;
UNIT_VENETIAN_GALLEASS;FLAVOR_NAVAL;20;FLAVOR_NAVAL_RECON;4;;;;
UNIT_SHOSHONE_PATHFINDER;FLAVOR_RECON;14;;;;;;
UNIT_SHOSHONE_COMANCHE_RIDERS;FLAVOR_OFFENSE;20;FLAVOR_DEFENSE;12;FLAVOR_MOBILE;14;;
UNIT_BAZOOKA;FLAVOR_OFFENSE;6;FLAVOR_DEFENSE;8;FLAVOR_RANGED;14;;
UNIT_KRIS_SWORDSMAN;FLAVOR_OFFENSE;12;FLAVOR_DEFENSE;12;;;;
UNIT_BARBARIAN_HORSEMAN;FLAVOR_OFFENSE;6;FLAVOR_DEFENSE;2;FLAVOR_MOBILE;4;;
UNIT_BARBARIAN_AXMAN;FLAVOR_OFFENSE;4;FLAVOR_DEFENSE;3;FLAVOR_RANGED;6;;
UNIT_XCOM_SQUAD;FLAVOR_OFFENSE;16;FLAVOR_DEFENSE;12;FLAVOR_AIR;8;FLAVOR_RECON;4
