UnitType;UniqueName;GreatWorkType
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_WERNER_HEISENBERG;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_ENRICO_FERMI;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_ROSALIND_FRANKLIN;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_ANDREI_SAKHAROV;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_HARKUF;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_HANNO;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_PYTHEAS;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_ZHANG_QIAN;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_ARETAS_III;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_WANG_ANSHI;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_IBN_BATTUTA;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_RICHARD_WHITTINGTON;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_GIOVANNI_DE_MEDICI;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ZHENG_HE;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_VASCO_DA_GAMA;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_CHRISTOPHER_COLUMBUS;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_FERDINAND_MAGELLAN;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_JACQUES_CARTIER;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_RAJA_TODAR_MAL;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_ANTONY_VAN_DIEMEN;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_SIR_THOMAS_ROE;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_SHAH_JAHAN;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_ADAM_SMITH;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_JAMES_COOK;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_CORNELIUS_VANDERBILT;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_SIR_ALEXANDER_MACKENZIE;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_JOHN_STUART_MILL;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_ANDREW_CARNEGIE;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_JOHN_D_ROCKEFELLER;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_JOHN_MAYNARD_KEYNES;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_COCO_CHANEL;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_IMHOTEP;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_ARCHIMEDES;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_HERON;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_CAI_LUN;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_ZHANG_HENG;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_BI_SHENG;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_LEONARDO_DA_VINCI;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_SINAN;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_WILHELM_SCHICKARD;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_BLAISE_PASCAL;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_BENJAMIN_FRANKLIN;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_CHARLES_AUGUSTIN_DE_COULOMB;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_JAMES_WATT;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_JOSEPH_MARIE_JACQUARD;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_ISAMBARD_KINGDOM_BRUNEL;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_WILLIAN_MORTON;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_LOUIS_DAGUERRE;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_FERDINAND_DE_LESSEPS;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_JOHN_ROEBLING;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_NOBERT_RILLIEUX;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_HENRY_BESSEMER;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_NAIN_SINGH;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_ALEXANDER_GRAHM_BELL;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_NIKOLAUS_AUGUST_OTTO;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_NICHOLA_TESLA;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_THOMAS_EDISON;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_GUGLIELMO_MARCONI;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_ALEXANDRE_GUSTAVE_EIFFEL;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_GEORGE_WASHINGTON_GOETHALS;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_HENRY_FORD;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_WILBUR_WRIGHT;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_ORVILLE_WRIGHT;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_SARGON;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_SUN_TZU;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_LEONIDAS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_LYSANDER;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_CHANDRAGUPTA_MAURYA;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_HAMILCAR_BARCA;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_GAIUS_MARIUS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_SCIPIO_AFRICANUS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_VERCINGETORIX;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_ARMINIUS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_CAO_CAO;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_ZHUGE_LIANG;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_BELISARIUS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_KHALED_IBN_AL_WALID;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_CHARLES_MARTEL;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_EL_CID;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_WILLIAM_THE_CONQUEROR;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_SUBUTAI;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_TIMUR;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_JEANNE_DARC;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_AUITZOTL;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_HERNAN_CORTES;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_FRANCISCO_PIZARRO;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_IVAN_THE_TERRIBLE;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_AKBAR;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_CROMWELL;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_EUGENE_OF_SAVOY;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_GERONIMO;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_ROBERT_LEE;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_PATTON;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_MONTGOMERY;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_GUERDIAN;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_ROMMEL;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_ZHUKOV;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_GENGHIS;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_OGEDEI;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_BATU;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_GUYUK;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_MONGKE;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_KUBLAI;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_HULEGU;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_BERKE;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_MONGKE_TEMUR;
UNIT_MONGOLIAN_KHAN;TXT_KEY_MONGOLIAN_KHAN_TEMUR_KHAGAN;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_MATTHEW_PERRY;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_DAVID_FARRAGUT;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_GEORGE_DEWEY;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_CHESTER_NIMITZ;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_FRANCIS_DRAKE;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ANDREW_CUNNINGHAM;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_COMTE_DE_GRASSE;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ALFRED_VON_TIRPITZ;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ROGER_OF_LAURIA;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ALVARO_DE_BAZAN;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_DON_JOHN_OF_AUSTRIA;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_FERNANDO_VILLAAMIL;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_PETER_TORDENSKJOLD;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_FYODOR_USHAKOV;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_JOHN_PAUL_JONES;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ZINOVY_ROZHESTVENSKI;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_YI_SUN_SIN;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ERIK_THORVALDSSON;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_LEIF_ERICSON;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_HAYREDDIN_BARBAROSSA;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_TURGUT_REIS;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_MURAT_REIS;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_HENRY_THE_NAVIGATOR;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_AFONSO_DE_ALBUQUERQUE;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_ANREA_DORIA;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_PHORMIO;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_MARCUS_ATILLIUS_REGULUS;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_MARCUS_VIPSANIUS_AGRIPPA;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_HIMILCO;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_CALONYMUS_OF_ALEXANDRIA;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_JOHN_DOUKAS;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_TOGO_HEIHACHIRO;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_SHI_LANG;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_MICHIEL_DE_RUYTER;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_LORD_NELSON;
UNIT_GREAT_ADMIRAL;TXT_KEY_GREAT_PERSON_YAMAMOTO;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_AL_DIN_AL_TUSI;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_AL_QASIM_AL_ZAHRAWI;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_LEONARD_EULER;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_RICHARD_FEYNMAN;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_ALEXANDER_VON_HUMBOLDT;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_ANDREY_KOLMOGOROV;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_MARY_LEAKEY;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_CARL_LINNAEUS;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_SHEN_KUO;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_GREGOR_MENDEL;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_DMITRY_MENDELEEV;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_JOHN_VON_NEUMANN;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_CLAUDE_SHANNON;
UNIT_SCIENTIST;TXT_KEY_GREAT_PERSON_ALAN_TURING;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_MARCUS_LICINIUS_CRASSUS;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_EDWARD_HARRIMAN;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_MILTON_S_HERSHEY;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_SIR_JAMES_LANCASTER;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_HENRI_NESTLE;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_LEVI_STRAUSS;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_THOMAS_TWINING;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_STEVE_JOBS;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_CARL_BENZ;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_GOTTLIEB_DAIMLER;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_CHARLES_STARK_DRAPER;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_GEORGE_EASTMAN;
UNIT_ENGINEER;TXT_KEY_GREAT_PERSON_ROBERT_GODDARD;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_EPAMINONDAS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_MAURICE_OF_NASSAU;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_POMPEY;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_PYRRHUS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_WINFIELD_SCOTT;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_SITTING_BULL;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_SPARTACUS;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_JOHANN_TSERCLAES;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_WALLENSTEIN;
UNIT_GREAT_GENERAL;TXT_KEY_GREAT_PERSON_HANNIBAL;
UNIT_MERCHANT;TXT_KEY_GREAT_PERSON_JAKOB_FUGGER;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_MARCO_POLO;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_NICCOLO_POLO;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_MAFFEO_POLO;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_GIOVANNI_CABOTO;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_GASPARA_BALBI;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_NICCOLO_CONTI;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_CESARE_FEDERICI;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_GIOVANNI_BALZONI;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_ALVISE_CADAMOSTO;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_GIOSAFAT_BARBARO;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_ANTONIO_PIGAFETTA;
UNIT_VENETIAN_MERCHANT;TXT_KEY_MERCHANT_OF_VENICE_AMBROGIO_CONTARINI;
UNIT_WRITER;TXT_KEY_GREAT_PERSON_HOMER;GREAT_WORK_ODYSSEY
UNIT_WRITER;TXT_KEY_GREAT_PERSON_AESOP;GREAT_WORK_FABLES
UNIT_WRITER;TXT_KEY_GREAT_PERSON_SOPHOCLES;GREAT_WORK_OEDIPUS
UNIT_WRITER;TXT_KEY_GREAT_PERSON_ARISTOPHANES;GREAT_WORK_LYSISTRATA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_VIRGIL;GREAT_WORK_AENEID
UNIT_WRITER;TXT_KEY_GREAT_PERSON_OVID;GREAT_WORK_METAMORPHOSES
UNIT_WRITER;TXT_KEY_GREAT_PERSON_LUCIAN_SAMOSATA;GREAT_WORK_TRUE_STORY
UNIT_WRITER;TXT_KEY_GREAT_PERSON_OMAR_KHAYYAM;GREAT_WORK_RUBAIYAT
UNIT_WRITER;TXT_KEY_GREAT_PERSON_RUMI;GREAT_WORK_MASNAVI
UNIT_WRITER;TXT_KEY_GREAT_PERSON_VALMIKI;GREAT_WORK_RAMAYAMA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_VYASA;GREAT_WORK_MAHABHARATA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_BHASA;GREAT_WORK_URUBHANGA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_KALIDASA;GREAT_WORK_ABHIJNANASAKUTALAM
UNIT_WRITER;TXT_KEY_GREAT_PERSON_QU_YUAN;GREAT_WORK_CHU_CI
UNIT_WRITER;TXT_KEY_GREAT_PERSON_SHI_NAIAN;GREAT_WORK_SHUIHU_ZHUAN
UNIT_WRITER;TXT_KEY_GREAT_PERSON_LANLING_XIAOXIAO_SHENG;GREAT_WORK_JIN_PING_MEI
UNIT_WRITER;TXT_KEY_GREAT_PERSON_CAO_XUEQIN;GREAT_WORK_HONG_LOU_MENG
UNIT_WRITER;TXT_KEY_GREAT_PERSON_KI_NO_TSURAYUKI;GREAT_WORK_KOKIN_WAKASHU
UNIT_WRITER;TXT_KEY_GREAT_PERSON_MURASAKI_SHIKIBU;GREAT_WORK_GENJI_MONOGATARI
UNIT_WRITER;TXT_KEY_GREAT_PERSON_YOSHIDA_KENKO;GREAT_WORK_TSUREZUREGUSA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_CHIKAMATSU_MONZAEMON;GREAT_WORK_SHINJUTEN_NO_AMIJIMA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_UEDA_AKINARI;GREAT_WORK_UGETSU_MONOGATARI
UNIT_WRITER;TXT_KEY_GREAT_PERSON_NATSUME_SOSEKI;GREAT_WORK_WAGAHAI_WA_NEKO
UNIT_WRITER;TXT_KEY_GREAT_PERSON_MIGUEL_DE_CERVANTES;GREAT_WORK_EL_INGENIOSO
UNIT_WRITER;TXT_KEY_GREAT_PERSON_JORGE_ISAACS;GREAT_WORK_MARIA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_JOSE_HERNANDEZ;GREAT_WORK_MARTIN_FIERRO
UNIT_WRITER;TXT_KEY_GREAT_PERSON_RUBEN_DARIO;GREAT_WORK_AZUL
UNIT_WRITER;TXT_KEY_GREAT_PERSON_BERTRAND_DE_BAR_SUR_AUBE;GREAT_WORK_GIRART_DE_VIENNE
UNIT_WRITER;TXT_KEY_GREAT_PERSON_FRANCOIS_RABELAIS;GREAT_WORK_LA_VIE_DE_GARGANTUA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_VOLTAIRE;GREAT_WORK_CANDIDE_OU_LOPTIMISME
UNIT_WRITER;TXT_KEY_GREAT_PERSON_ALEXANDRE_DUMAS;GREAT_WORK_LES_TROIS_MOUSQUETAIRES
UNIT_WRITER;TXT_KEY_GREAT_PERSON_VICTOR_HUGO;GREAT_WORK_LES_MISERABLES
UNIT_WRITER;TXT_KEY_GREAT_PERSON_JULES_VERNE;GREAT_WORK_VIGNT_MILLE_LIEUES
UNIT_WRITER;TXT_KEY_GREAT_PERSON_MARCUS_PROUST;GREAT_WORK_A_LA_RECHERCHE
UNIT_WRITER;TXT_KEY_GREAT_PERSON_DANTE_ALIGHIERI;GREAT_WORK_DIVINA_COMMEDIA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_PETRARCH;GREAT_WORK_IL_CANZONIERE
UNIT_WRITER;TXT_KEY_GREAT_PERSON_LUDOVICO_ARIOSTO;GREAT_WORK_ORLANDO_FURIOSO
UNIT_WRITER;TXT_KEY_GREAT_PERSON_VITTORIO_ALFIERI;GREAT_WORK_SAUL
UNIT_WRITER;TXT_KEY_GREAT_PERSON_JOHANN_FRIEDRICH_VON_SCHILLER;GREAT_WORK_DIE_RAUBER
UNIT_WRITER;TXT_KEY_GREAT_PERSON_JOHANN_WOLFGANG_VON_GOETHE;GREAT_WORK_FAUST
UNIT_WRITER;TXT_KEY_GREAT_PERSON_NIKOLAI_GOGOL;GREAT_WORK_REVIZOR
UNIT_WRITER;TXT_KEY_GREAT_PERSON_FYODOR_DOSTOYEVSKY;GREAT_WORK_PRESTIPLENIYE
UNIT_WRITER;TXT_KEY_GREAT_PERSON_LEO_TOLSTOY;GREAT_WORK_VOYNA_I_MIR
UNIT_WRITER;TXT_KEY_GREAT_PERSON_ANTON_CHEKHOV;GREAT_WORK_CHAYKA
UNIT_WRITER;TXT_KEY_GREAT_PERSON_MAXIM_GORKY;GREAT_WORK_NA_DNE
UNIT_WRITER;TXT_KEY_GREAT_PERSON_GEOFFREY_CHAUCER;GREAT_WORK_CANTERBURY_TALES
UNIT_WRITER;TXT_KEY_GREAT_PERSON_THOMAS_MALORY;GREAT_WORK_LE_MORTE_DARTHUR
UNIT_WRITER;TXT_KEY_GREAT_PERSON_EDMUND_SPENSER;GREAT_WORK_THE_FAERIE_QUEENE
UNIT_WRITER;TXT_KEY_GREAT_PERSON_WILLIAM_SHAKESPEARE;GREAT_WORK_MACBETH
UNIT_WRITER;TXT_KEY_GREAT_PERSON_JANE_AUSTIN;GREAT_WORK_PRIDE_AND_PREJUDICE
UNIT_WRITER;TXT_KEY_GREAT_PERSON_MARY_SHELLEY;GREAT_WORK_FRANKENSTEIN
UNIT_WRITER;TXT_KEY_GREAT_PERSON_CHARLES_DICKENS;GREAT_WORK_A_CHRISTMAS_CAROL
UNIT_WRITER;TXT_KEY_GREAT_PERSON_LEWIS_CARROLL;GREAT_WORK_ALICES_ADVANTURES
UNIT_WRITER;TXT_KEY_GREAT_PERSON_RUDYARD_KIPLING;GREAT_WORK_BARRACK_ROOM_BALLADS
